"recipe_id","step_no","stage","action","paint","brand","mix","method_notes","confidence","source_tier","source_link"
"AEP_ARMOUR_MIX_01","3","Base","Basecoat","Purple","AK Interactive","","Smooth thin coats; keep texture minimal","High","C",""
"AEP_ARMOUR_MIX_01","4","Shade","Recess shade","Black Knight","AK Interactive","","Pin-wash recesses; keep flats clean","High","C",""
"AEP_ARMOUR_MIX_01","5","Layer","Layer","Purple","AK Interactive","","Re-establish midtone on panels","High","C",""
"AEP_ARMOUR_MIX_01","6","Highlight","Highlight","Fluorescent Magenta","Vallejo","","Build highlights on upper volumes","High","C",""
"AEP_ARMOUR_MIX_01","7","Edge","Edge highlight","Bold Titanium White","Pro Acryl","","Thin edge lines; corners get tiny points","Medium","C",""
"AEP_BASES_MIX_01","1","Base","Texture","Texture Paste (any)","Generic","","Apply texture; let dry fully","High","C",""
"AEP_BASES_MIX_01","2","Base","Basecoat","Grey-Blue","AK Interactive","","Base ground","High","C",""
"AEP_BASES_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Shade recesses","High","C",""
"AEP_BASES_MIX_01","4","Highlight","Drybrush","Bright Pale Yellow","Pro Acryl","","Drybrush raised texture","High","C",""
"AEP_BASES_MIX_01","5","Finish","Rim","Transparent Black","Pro Acryl","","Clean rim finish","High","C",""
"AEP_CLOTH_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"AEP_CLOTH_MIX_01","2","Base","Basecoat","Skeleton Bone","Vallejo","","Base cloth; thin coats","High","C",""
"AEP_CLOTH_MIX_01","3","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Shade folds; keep it clean","High","C",""
"AEP_CLOTH_MIX_01","4","Highlight","Highlight","Skeleton Bone","Vallejo","","Re-layer raised folds","High","C",""
"AEP_CLOTH_MIX_01","5","Edge","Edge highlight","Bold Titanium White","Pro Acryl","","Final fold edges","Medium","C",""
"AEP_DETAILS_MIX_01","1","Base","Basecoat","Skeleton Bone","Vallejo","","Parchment/bone base","High","C",""
"AEP_DETAILS_MIX_01","2","Shade","Shade","Archaic Sepia Wash","Two Thin Coats","","Warm tint; wick excess","High","C",""
"AEP_DETAILS_MIX_01","3","Highlight","Edge highlight","Bold Titanium White","Pro Acryl","","Final sharp edges","Medium","C",""
"AEP_DETAILS_MIX_01","4","Base","Basecoat","Matt Red","AK Interactive","","Wax seals base (if present)","Medium","C",""
"AEP_DETAILS_MIX_01","5","Highlight","Highlight","Sanguine Scarlet","Two Thin Coats","","Seal highlight","Low","C",""
"AEP_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Any primer is fine","High","C",""
"AEP_LEATHER_MIX_01","2","Base","Basecoat","Dark Green Brown","Pro Acryl","","Leather base","High","C",""
"AEP_LEATHER_MIX_01","3","Shade","Shade","Battle Mud Wash","Two Thin Coats","","Controlled shade","High","C",""
"AEP_LEATHER_MIX_01","4","Highlight","Edge highlight","Skeleton Bone","Vallejo","","Edges/corners","Medium","C",""
"AEP_LENSES_MIX_01","1","Base","Basecoat","Dark Green Brown","Pro Acryl","","Keep within lens shape","High","C",""
"AEP_LENSES_MIX_01","2","Layer","Layer","Lime Green","Vallejo","","Lower/front area","High","C",""
"AEP_LENSES_MIX_01","3","Edge","Dot highlight","Bold Titanium White","Pro Acryl","","Tiny dot","High","C",""
"AEP_LENSES_MIX_01","4","Optional","Finish","Polyurethane Gloss Varnish","Vallejo","","Optional gloss pop","Low","C",""
"AEP_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime black for strong contrast and glow pop.","Low","C",""
"AEP_LENSESGLOW_MIX_01","2","Base","Basecoat","Purple","AK Interactive","","Basecoat lenses/glow; keep the center brighter if possible.","Low","C",""
"AEP_LENSESGLOW_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Shade edges/recess; avoid flooding the center.","Low","C",""
"AEP_LENSESGLOW_MIX_01","4","Highlight","Highlight","White","AK Interactive","AK Interactive Purple + White (tiny dot/edge)","Final highlight + tiny specular dot; gloss varnish optional.","Low","C",""
"AEP_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black helps metallic coverage","High","C",""
"AEP_METALS_MIX_01","2","Base","Basecoat","Rich Gold","Pro Acryl","","Smooth metallic base","High","C",""
"AEP_METALS_MIX_01","3","Shade","Shade","Oblivion Black Wash","Two Thin Coats","","Controlled shade; wick excess from flats","High","C",""
"AEP_METALS_MIX_01","4","Highlight","Highlight","Silver Grey","AK Interactive","","Edges + bright points","High","C",""
"AEP_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer is the base","High","C",""
"AEP_WEAPONS_MIX_01","2","Base","Basecoat","Transparent Black","Pro Acryl","","Reinforce clean black","High","C",""
"AEP_WEAPONS_MIX_01","3","Highlight","Edge highlight","Grey-Blue","AK Interactive","","Thin edge lines","High","C",""
"AEP_WEAPONS_MIX_01","4","Edge","Final points","Stone Grey","Vallejo","","Tiny points only","Low","C",""
"AM_BASES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage (black prime recommended for AdMech).","Medium","A",""
"AM_BASES_MIX_01","2","Base","Basecoat","Silver Grey","AK Interactive","","Basecoat a neutral base tone; keep it subdued vs red robes.","Medium","A",""
"AM_BASES_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade recesses for depth.","Medium","A",""
"AM_BASES_MIX_01","4","Highlight","Highlight","Sand Yellow","AK Interactive","","Drybrush/light highlight for texture.","Medium","A",""
"AM_DETAILS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage (black prime recommended for AdMech).","Medium","A",""
"AM_DETAILS_MIX_01","2","Base","Basecoat","Wraithbone","Citadel","","Default details: parchment/bone bits + small accents.","Medium","A",""
"AM_DETAILS_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Sepia/brown shade into recesses.","Medium","A",""
"AM_DETAILS_MIX_01","4","Highlight","Highlight","White","AK Interactive","","Highlight edges; keep it tidy.","Medium","A",""
"AM_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage (black prime recommended for AdMech).","Medium","A",""
"AM_LEATHER_MIX_01","2","Base","Basecoat","Hardened Leather","Army Painter","","Basecoat leather straps/hoses/pouches.","Medium","A",""
"AM_LEATHER_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade seams/recesses.","Medium","A",""
"AM_LEATHER_MIX_01","4","Highlight","Highlight","Sand Yellow","AK Interactive","","Highlight edges/wear points with tan/buff.","Medium","A",""
"AM_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage (black prime recommended for AdMech).","Medium","A",""
"AM_LENSESGLOW_MIX_01","2","Base","Basecoat","Greenish White","AK Interactive","","Basecoat lenses/glow with a saturated green/teal.","Medium","A",""
"AM_LENSESGLOW_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Shade edges/recess; preserve a brighter center for glow.","Medium","A",""
"AM_LENSESGLOW_MIX_01","4","Highlight","Highlight","White","AK Interactive","","Final highlight + tiny specular dot if desired.","Medium","A",""
"AM_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage (black prime recommended for AdMech).","Medium","A",""
"AM_METALS_MIX_01","2","Base","Basecoat","Silver Grey","AK Interactive","","Basecoat steel/gunmetal machinery and weapon metals.","Medium","A",""
"AM_METALS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Pin wash into recesses; wipe excess off flats.","Medium","A",""
"AM_METALS_MIX_01","4","Highlight","Highlight","Silver Grey","AK Interactive","AK Interactive Silver Grey + tiny amount of Titanium White (edge highlight mix)","Edge highlight rivets/corners with the brightened mix; keep it thin and sparing.","Medium","A",""
"AM_ROBES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage (black prime recommended for AdMech).","Medium","A",""
"AM_ROBES_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","Basecoat Mars red robes smoothly (2 thin coats).","Medium","A",""
"AM_ROBES_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Shade into folds; avoid pooling on flat panels.","Medium","A",""
"AM_ROBES_MIX_01","4","Highlight","Highlight","Troll Slayer Orange","Citadel","","Highlight upper folds and edges; keep it crisp.","Medium","A",""
"AM_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage (black prime recommended for AdMech).","Medium","A",""
"AM_WEAPONS_MIX_01","2","Base","Basecoat","Rubber Black","AK Interactive","","Basecoat black casings; keep metals separate if possible.","Medium","A",""
"AM_WEAPONS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Recess shade; focus vents/joins/undercuts.","Medium","A",""
"AM_WEAPONS_MIX_01","4","Highlight","Highlight","Graphite","AK Interactive","","Edge highlight on casing corners; subtle and clean.","Medium","A",""
"AS_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_ARMOUR_MIX_01","2","Base","Basecoat","Rubber Black","AK Interactive","","Basecoat black armour smoothly (2 thin coats).","Medium","A",""
"AS_ARMOUR_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Recess shade only; avoid flooding flat panels.","Medium","A",""
"AS_ARMOUR_MIX_01","4","Highlight","Highlight","Graphite","AK Interactive","","Edge highlight: fine lines on armour edges; add tiny corner dots.","Medium","A",""
"AS_BASES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_BASES_MIX_01","2","Base","Basecoat","Mournfang Brown","Citadel","","Basecoat neutral base tone; keep it subdued vs black/red.","Medium","A",""
"AS_BASES_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade recesses to add depth; avoid glossy pooling.","Medium","A",""
"AS_BASES_MIX_01","4","Highlight","Highlight","Wraithbone","Citadel","","Drybrush/light highlight for texture (edges and raised grit).","Medium","A",""
"AS_CLOTHROBES_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_CLOTHROBES_MIX_01","2","Base","Basecoat","Matt Red","AK Interactive","","Basecoat red cloth; keep coverage smooth and even.","Medium","A",""
"AS_CLOTHROBES_MIX_01","3","Shade","Shade","Carroburg Crimson","Citadel","","Shade into folds and deepest recesses; keep highlights clean.","Medium","A",""
"AS_CLOTHROBES_MIX_01","4","Highlight","Highlight","Troll Slayer Orange","Citadel","","Highlight raised folds; concentrate on upper planes.","Medium","A",""
"AS_DETAILS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_DETAILS_MIX_01","2","Base","Basecoat","Wraithbone","Citadel","","Default details recipe: parchment/purity seals (bone family).","Medium","A",""
"AS_DETAILS_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Sepia/brown shade into recesses; keep text areas lighter.","Medium","A",""
"AS_DETAILS_MIX_01","4","Highlight","Highlight","White","AK Interactive","","Highlight parchment edges; keep it crisp.","Medium","A",""
"AS_LEATHER_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_LEATHER_MIX_01","2","Base","Basecoat","Hardened Leather","Army Painter","","Basecoat leather straps/holsters; keep it tidy.","Medium","A",""
"AS_LEATHER_MIX_01","3","Shade","Shade","Seraphim Sepia","Citadel","","Shade into seams and recesses; avoid blotching on flats.","Medium","A",""
"AS_LEATHER_MIX_01","4","Highlight","Highlight","Sand Yellow","AK Interactive","","Highlight leather edges/wear points with a tan/buff tone (avoid chalky pure white).","Medium","A",""
"AS_LENSESGEMS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_LENSESGEMS_MIX_01","2","Base","Basecoat","Greenish White","AK Interactive","","Basecoat lenses with a saturated green; keep the brightest point for the final highlight.","Medium","A",""
"AS_LENSESGEMS_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Shade toward the lower portion/edges to build depth.","Medium","A",""
"AS_LENSESGEMS_MIX_01","4","Highlight","Highlight","White","AK Interactive","","Final highlight: tiny bright dot (white or near-white) to sell the glass/glow.","Medium","A",""
"AS_LENSESGLOW_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_LENSESGLOW_MIX_01","2","Base","Basecoat","Greenish White","AK Interactive","","Basecoat lenses with a saturated green; keep the brightest point for the final highlight.","Medium","A",""
"AS_LENSESGLOW_MIX_01","3","Shade","Shade","Coelia Greenshade","Citadel","","Shade outer edges/recess; preserve brighter center.","Medium","A",""
"AS_LENSESGLOW_MIX_01","4","Highlight","Highlight","White","AK Interactive","","Final highlight: tiny bright dot (white or near-white) to sell the glass/glow.","Medium","A",""
"AS_METALS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_METALS_MIX_01","2","Base","Basecoat","Silver Grey","AK Interactive","","Basecoat metallics (steel family). Keep armour black separate.","Medium","A",""
"AS_METALS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Pin wash into recesses; wipe excess from flats.","Medium","A",""
"AS_METALS_MIX_01","4","Highlight","Highlight","Silver Grey","AK Interactive","AK Interactive Silver Grey + tiny amount of Titanium White (edge highlight mix)","Edge highlight rivets/corners with the brightened mix; keep it very thin and sparing.","Medium","A",""
"AS_WEAPONS_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Prime for strong shadows and clean coverage. (Black prime recommended for Our Martyred Lady.)","Medium","A",""
"AS_WEAPONS_MIX_01","2","Base","Basecoat","Rubber Black","AK Interactive","","Basecoat weapon casings black; keep metal parts separate if possible.","Medium","A",""
"AS_WEAPONS_MIX_01","3","Shade","Shade","Nuln Oil","Citadel","","Recess shade; focus around vents, joins, and undercuts.","Medium","A",""
"AS_WEAPONS_MIX_01","4","Highlight","Highlight","Dark Grey","Vallejo","","Edge highlight on casing corners; keep it subtle.","Medium","A",""
"BA_ARMOUR_BOX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer deepens recesses","High","C",""
"BA_ARMOUR_BOX_01","2","Prime","Zenithal","White","AK Interactive","","Optional: dust from above to guide highlights","Medium","C",""
"BA_ARMOUR_BOX_01","3","Base","Basecoat","Mephiston Red","Citadel","","Smooth thin coats; avoid texture","Medium","C",""
"BA_ARMOUR_BOX_01","4","Shade","Recess shade","Carroburg Crimson","Citadel","","Pin-wash recesses; keep panels clean","Medium","C",""
"BA_ARMOUR_BOX_01","5","Layer","Layer","Mephiston Red","Citadel","","Re-establish midtone on panels","Medium","C",""
"BA_ARMOUR_BOX_01","6","Highlight","Highlight","Evil Sunz Scarlet","Citadel","","Build highlights on upper surfaces","Medium","C",""
"BA_ARMOUR_BOX_01","7","Edge","Edge highlight","Wild Rider Red","Citadel","","Sharp edges; thin paint","Medium","C",""
"BA_ARMOUR_BOX_01","8","Optional","Extreme edge","Fire Dragon Bright","Citadel","","Tiny corner points only","Low","C",""
"BA_ARMOUR_MIX_01","1","Prime","Prime","Rubber Black","AK Interactive","","Black primer deepens recesses","High","C",""
"BA_ARMOUR_MIX_01","2","Prime","Zenithal","White","AK Interactive","","Optional zenithal to guide highlights","Medium","C",""
"BA_ARMOUR_MIX_01","3","Base","Basecoat","Matt Red","AK Interactive","","Smooth thin coats","High","C",""
"BA_ARMOUR_MIX_01","4","Shade","Recess shade","Coelia Greenshade","Citadel","","Pin-wash recesses; keep panels clean","High","C",""
"BA_ARMOUR_MIX_01","5","Layer","Layer","Matt Red","AK Interactive","","Re-establish midtone","High","C",""
"BA_ARMOUR_MIX_01","6","Highlight","Highlight","Matt Red","AK Interactive","","Upper surfaces/volumes","High","C",""
"BA_ARMOUR_MIX_01","7","Edge","Edge highlight","Dark Orange Brown","Pro Acryl","","Sharp edges; tiny points only","Medium","C",""
"BA_BASES_URBAN_01","1","Base","Texture","Texture Paste (any)","Generic","","Apply texture; let dry fully","High","C",""
"BA_BASES_URBAN_01","2","Base","Basecoat","Mechanicus Standard Grey","Citadel","","Base ground","Medium","C",""
"BA_BASES_URBAN_01","3","Shade","Shade","Nuln Oil","Citadel","","Shade recesses","Medium","C",""
"BA_BASES_URBAN_01","4","Highlight","Drybrush","Dawnstone","Citadel","","Drybrush raised areas","Medium","C",""
